Sentiments,Reviews,language
negative,colors are note same as in shown. further there is white color shirt and having 2 major dots on front side. I'm not satisfied,en
positive,Its nice.,en
positive,"It looks gorgeous. Must buy.. You can put your phone, your I'd card, debit card, university card, metro card whatever you want.. There is much space for all these.. Highly recommended to buy",en
positive,Statify,en
negative,sound ok but handsfre not confortable to wear as hard and start irriating inside ear lobe. over all ok but not recomended,en
positive,good qaulity best,en
positive,The sound quality is really great considering the price and it is definitely original gionee product as all the qualities of genuine product are present. Recommended.,en
negative,same as shown. well piece. but typing is not much soft.,en
negative,"however, received after one day delay..... overall a good experience",en
negative,c and 3 key stopped working after 3 months of use. 8 million key strokes was the life,en
positive,same product as a seen in pic...thnkx daraz...,en
negative,i order tea tree oil serum and u snd me tea tree oil small bottle of 200,en
negative,Mirror surface develops scratches as often as you clean it.,en
negative,my order was not complete 1kg potatoes were missing,en
positive,These Airpods are looking so Expensive in low Price. And these are very best airpods in low price. I like it very Much...,en
negative,"To be honest I don’t know it is useful or not, because my spouse refused to use it 😝. Otherwise same as described in add. I also received earplugs as gift with it. Thanks sellers for sending earplugs it is working 100%",en
positive,The product is as it is as shown in the picture and also the quality of the mic is very good. It is in my personal use and I enjoyed it because of its exclusive sound and a longer length which I does not expect with a collar mic,en
negative,The product has near expiry. If Flagship stores are doing this type of scam what about the other seller. Really Disaapointed.,en
negative,the look is cool but the sound quality is low due to less press ,en
negative,Wasted my money,en
positive,overall good packaging was very good and safe ..thanks,en
positive,"amazing....
looking so well
highly recommend ",en
negative,"item is okay, but the store owner is irresponsible...i add a note that send me Red or Yellow color, but the owner did not read my msg even my item delivered. anyone can see the unread msgs.",en
negative,"I had for 2 weeks and the pencil had stop working, it was fully charged and still didn’t work. Not worth it just go to apple store and get the real deal.",en
negative,Its a mini device. I can not locate the memory specs. Device hangs frequently. Software versions are not updating. Totally dissatisfied.,en
negative,"very very bad in quality, below level and pathetic product",en
positive,Good condition,en
positive,this RGB lights are very cool,en
negative,Bilkul bkwas q k many 1 white r 1 black kaha tha r 2ono hi black hi aye hn,en
negative,"do not make the same mistake I made, which was to use this without a screen protector on my brand new iPad. Within 30 minutes, my iPad screen was scratched beyond belief.The pencil itself is great, but you 100% need to protect your screen first.Hopefully this helps save someone the heartache I am currently experiencing!",en
negative,left air bud not working,en
negative,stuff is not good,en
negative,Not recomended because I ordered 1 set and it was reflected in my order cart as single set but supplier sent 2 sets and charged me for 2 sets. Quality of product was also not the same as shown in pictures. 3rd class product,en
negative,The Apple Pencil works fine but I noticed that the tip has metal showing. So it scratches across my screen when I use it. I’m not sure who to contact to get a replacement tip.,en
negative,Origina but size of pucs are but smaller than this pic,en
positive,They're cute♥️👍,en
negative,not great all of them break in only 1 week of use they stop spinning the moment it touches teeth,en
negative,Cheap quality And Handfree two sides are left ... Bloody Fake Things I never buy any thing on daraz Its my last Order,en
negative,Quality products but received lose packing,en
negative,"Extremely useless, bad taste and not recommended",en
negative,"Average quality,  but in terms of price it is good ",en
negative,didnt receive what I had order. i have recieved it in white color. but ordee the black one. dissappointed.,en
positive,Recommended,en
negative,"Work a little over a week, pair easy with apple air 4th generation, battery life excellent until it died. when you place pencil on side of airpad shows device, no longer shows % of battery left, called apple but not much help, decided to return. I have a Meko 2 in one that works with all my apple products you get 2 pens and extra tips for about 18.00 on amazon.",en
positive,good quality product at a reasonable price,en
positive,these things are awsome ...... they feel good .....,en
negative,almost good because we are get in cheap price,en
positive,Alhamdulilla parcel received... same as shown in picture.. very good quality shuttles. very honest and cooperative seller.. Thanks♥️♥️,en
positive,very high quality stuff. i have been using it continuously for last 2 months with extraordinary results. definitely recommend,en
positive,it was the same as I ordered..good product..,en
negative,"sent me a used remote,  remote stopped working on the next day",en
positive,its good and same as shown....good product in this price,en
positive,Wow.. Nice Product.. Arrived too fast just in 2 days from lahore to multan. It dispatched same day and quality is good too.,en
positive,product quality and sound is very good,en
negative,"Now, for one thing, you should really buy these from Apple’s website, but anyway...I used the first-generation for years, and it was practically perfect. It rarely ever acted up. This, however, is total garbage. While it is super convenient to charge it directly onto your iPad, the double-tap to switch between pencil and eraser is SUPER touchy, and is CONSTANTLY getting in my way! For another thing, the tracking is absolute trash. There will be times when I’m using, say, a pencil brush in an art app, (and these sorts of pens/apps have a feature that if you slant the pen, the brush will flatten and widen like if you used the side of a real pencil) but for some reason, even when I’m holding my pen perfectly upright and straight, it thinks that it should act as though it’s slanted, and so, instead of a neat, straight line, I get a barf of thick, wobbly lines that I constantly have to undo. And this goes for every single brush I use! The cursor (as it were) will jump to the side, or curve, or goodness knows what else! I don’t know if this is some sort of “new design feature” or what, but it only serves to give me a headache and waste my time. If you can avoid it, I would not purchase a second-gen Apple Pencil. First gen is all you need.",en
negative,"It has a strange smell, there is a mixture like it, I do not like this perfume oil",en
negative,Trash broke on the second day,en
positive,Always happy to buy vegetable from daraz. ,en
positive,"Superb,good quality, fast delivery stay blessed",en
negative,"Llegó dañado,no se conecta al iPad.",en
positive,It was a awesome product same as shown in picture.. Very satisfied,en
positive,received my parcel...m satisfied..cooperative seller.thankxxx😊❤️,en
positive,"Love These Light Working Fine Till Now  Best Thing I Bought on Daraz  .  Thanks Shizi  Interiors  Remote Control Has Good Range And Lots Of Option .
Thanks Again 😉🥰",en
positive,Yes it is beautiful thank you,en
negative,"Horrible service, there are almost 30 joints in this light, all are perfect except for 1 which is soldered beforehand, which means this product is not new! No lights are working after the soldered joint. Did not expect such poor product, only 1 foot of light is working out of 15 feet (see images, copper joint is fine, silver joint has been soldered)",en
positive,amaziing product highly recommended,en
negative,Works great but $125 for a stylus is insane.,en
negative,Its Size Is Too Large But Its Ohk,en
positive,The Product is same as per shown in the picture. Delivery time was good. Product is of normal quality,en
negative,Its sound is very slow I request to refund my payment na hone kay barabar he awaz,en
positive,very nice worth to the price ,en
positive,It Was Good Recommended To Everyone,en
positive,Very nice shoes I am very happy to receive my shose thanks a lot drazz saller,en
negative,"All is good  ! Delivery fast ! But sometimes  become hang,  and automatic become in standby mode,",en
positive,Everything is fine like shoes size and colour that i have ordered.and also in good packing.,en
negative,I haven’t received it and it says delivered. Damn it.,en
negative,It does not sync with my ipad air gen. 9,en
positive,Best one! Although it got late,en
positive,excellent quality and looks very fresh,en
negative,"Got my storage bags 
its my 2nd time i order this product
Material should improve 
reasonable rates
easy storage
i save my summer clothes.
zip should be in good material.
overall good
thanks draz",en
positive,one of the best purchases from daraz totally satisfied...same as show even better ☺️,en
positive,fresh n good packed,en
negative,Meethe alu 🙄,en
positive,"100% original perfume, packaging of a product also very good, I'm totally satisfied. Highly recommend💞👌🏻",en
negative,"dear Sir, I give order 45 size. but I received 44... really bad mener.. now again I hate online shopping.",en
negative,"Bettery timming is to short
Over all fine quality ",en
positive,amazing. it really works.,en
negative,I’ve started using it so can’t say anything about results but packaging was really good.,en
positive,I am satisfied with best quality 😍 thank you daraz💓,en
positive,Fresh Potatoes.... Excellent service....low rate compared from market,en
negative,Tomatoes were rotten. Please improve Daraz. Otherwise business is not permanent without quality service,en
positive,Omgggg it’s hereeeeee I’m so happy to have this sunset lamp in my room It changed half of the look of my room It looks aesthetic and I love it Thank u sooooooo muchhhh seller for honest product The lamp is genuinely amazing Ya’ll should give it a try It’s just fabulous JazakAllah daraz And JazakAllah SHERICE I will shop again InshAllah so please bring more cool stuff to your shop 🫰,en
positive,Good product excellent working.,en
positive,"Hands free are same as ordered recently, quality is good,very Appreciated.",en
negative,"I dislike when someone is selling used items as new ones. Package opened, box damaged.",en
negative,"worst quality, micro phone not working, ordered 2 pair , seriously disappointed",en
negative,"The product was not half as bad, but it was damaged and really fragile. 😞",en
positive,It is quite good and effects in just two uses!!,en
positive,"Waoooooo🤩🤩, Really amazing dress in very reasonable price, thnkx draz🎉🎉",en
negative,"I got a used product that somebody has already opened, apparent by the colored marks on the packaging and lack of plastic wrapping. Quite disappointed from Apple.",en
positive,i received same as mentioned in pic .. according to price it is good 👍,en
positive,"excellent quality shoes, 100% same as shown in the picture...plus it is so much comfortable.. keep it up",en
negative,the size is too big that the size that came did not come..,en
negative,worst experience.,en
negative,Quality is not Good as mentioned in advertisement.,en
negative,Not used yet but parcel 📦 packing not good,en
negative,The seller send me vitamin e oil rather than tea tree oil. . Really disappointed. .,en
positive,it is ABSOLUTELY AMZING I'M IN LOVEEEEE Exactly like shown in the pic 10/10 would recommend absolutely love it,en
positive,i m satisfied  of products and good experiences ,en
positive,Very good fresh and nice packing. like it Daraz.,en
positive,good 👍 quality superb sound bass good,en
negative,poor quality and not adjustable Honda 125 basically this is Honda cd 70cc  size,en
positive,umbrella is looking good and I did not open it till now but its looking good . Recommended,en
positive,it is a good product ,en
positive,Perfect quality.  ,en
negative,Size should be mentioned in the description. did not fit properly.,en
negative,Packing was not good at all come little bit late But mouse is working well,en
positive,Good Shoes Delivered on time good store 5/5 thanks sellers,en
positive,good quality as per Price,en
positive,Nice 👍 same as shown in picture.,en
positive,Simply best,en
negative,did not perform its purpose,en
negative,Product was not same as shown in pictures but value for money. Packaging was good.,en
positive,the golden color on chopsticks give a royal vibe,en
positive,Clean no fault good n fresh ,en
positive,This is my 4th purchase of this steam vaporiser. Every day and night the whole family uses it Ofcourse we change the mouth piece for every one. Had one mishap where one of them burnt with a flag and never worked again. But look at my confidence in Beurer I have bought another one. This is pure LOVE for the manufacturer. You can hardly find anything in my house which is not a German product. From cars to all electrical products it’s only Germany everywhere,en
negative,Good but not suitable for summers,en
positive,Buy with confidence.,en
negative,Extremely poor quality and build and the lights are messing up.,en
negative,delivery was on time but it is price is high..and they r smaller in size,en
negative,I ordered 41 but they sent me wrong size .,en
positive,Amazing sound quality Powerfull base,en
negative,I am not satisfied with this product. It is very hard like floor. Seller didn’t answer my question on chat .and my return request also canceled . Daraz is not a good place to buy expensive product.daraz team didn’t cooperate with me.,en
positive,it is really amazing to have these dolls in such nominal price.i am very glad .thanks daraz and seller,en
positive,"OMG!!!!! what a quality of this belt its beyond amazing, the best that i have ever get i tried some local markets and some daraz stores too but this store is offering very high quality belt at a very reasonable price. i am very happy with my purchase and am also going to buy more and more from this store. Thank you soooo much. 
 Service is 10 by 10",en
negative,I like it.👍Its good for summer season.🤗Delivery was very fast. I've ordered it yesterday and received it today.🥰The quality is good but there is an issue with the finger size. Finger size is very short.😥,en
negative,worst built quality ,en
negative,this is good but the price is very High,en
positive,Good product.,en
negative,pathetic.. broken screw. . non serious seller,en
negative,They are ok for the advertised price. ,en
negative,"The media could not be loaded.
                



 Defective item. This is definately not properly certified as renewed or refurbished",en
negative,I have ordered in Black and received in Brown color.. Bad experience,en
negative,Not sure yet what I need this for.,en
positive,"Very pretty and same as shown, came with the same shown belt.✨️",en
negative,Assalam o Allaikum overall good product but packing need improvement JazakAllah happy shopping remanded.,en
negative,look at the packaging no bubble wrap no nothing but what do you expects at this price got in offer it get the job done.,en
positive,material is very nice as compared to price totally satisfied and worth buying it,en
negative,"Worst quality, improvement desired",en
negative,"Waste of money A kid size vest, which is normally available in market for 3-5 USD, Rs 500 or so.. Disappointed Delivery time was too much and not worth the wait",en
negative,"Received on time, but when connect after installing concerned app.  ECU can not connect .    I will try again.",en
positive,Original Product Received in nice safe Bubble pack and cap was also shrink wrapped and sealed with foil .Nice Taste of pure peanuts and butter.Fully recommended,en
negative,Charging but not writing this is the second pencil I’ve had the same problem with .,en
negative,worst tea tree oil ever. exacerbated my acne and broke me out,en
positive,Good product this case best for airpods i like it🥰,en
negative,Disappointed with seller I ordered 2 packs it is spouse to be 6 in total he send only 5 pieces had to pay delivery charges to order more,en
negative,Looks beautiful and real,en
negative,these lights are not turning on,en
positive,💯 recommended ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ i love the product and design. Delivery was really fast.,en
negative,its not that much extra ordinary effective the way these people advertised ive been using it from last 2 months nothing happened,en
positive,Perfect in sound :),en
positive,"thank you, I received my order, good quality, recommended ",en
positive,Very beautiful shoes and best quality thanks daraz ,en
negative,Very expensive for its size. Smaller than it looks in picture. Won’t recommend,en
negative,Received in good condition. In time delivery. But price is high than product value. Product worth is not more than Rs.50.,en
positive,nice product good packaging delivered in time,en
negative,"Product date is not clear,toner was leaking inside the packed box,package arrived with broken lid and very bad packing very disappointed☹",en
positive,Product is as expectef,en
negative,very strong acid. it also removes the color. seller should guide if we need to open all the parts or cut the damaged part for spray and weld it back to avoid damage to the other parts. my hands were burning even with gloves and the floor also burnt white where it dropped. ,en
positive,Thanks daraz....! Stuff is too good and I'm fully satisfied... I received the same thing which I ordered,en
negative,"mentioned price is 130, daraz is charging 170. mentioned grams are 140 and 145 at a time. 😐",en
positive,Awesome as described will order again,en
positive,"This shampoo is of very good quality. The delivery method is also very good, it has been delivered very quickly. And if I ever have to order something, I will definitely get it ordered from you guys.",en
negative,poor quality...... very sad,en
positive,fast delivery and quality is also good highly recommended for calisthenics and for weight alternative,en
negative,change items,en
negative,Does not work and crashes my pc whenever i plug it in. Waste of money,en
positive,Nice shirt ,en
positive,"Good product
Recommended 👍",en
negative,Amazing product little small but overall good for child room decorations.. thanks to seller and daraz service ,en
negative,Satisfied with this Quality ♥️👌🏻,en
positive,very good and amazing stars and it glow very much in night and dilivery was on time Thanks daraz,en
positive,"Really happy about my new pair of shoes. I love them and i'll probably buy a new one. Great experience about the contact with the staff, always kind, helpful and resolute. They answered all my questions.
Thank you so much and keep doing this, you're doing well!",en
positive,very good product at very low price satisfied 😸,en
positive,"Very appreciable, I personally recommend to everyone who wants a Handsfree with Good base and clear mic. I never expected that it would be too good,but seriously its overwhelming. ",en
positive,nice good quality ,en
positive,Good quality potatoes.I am a regular customer of daraz fresh . All vegetables were always fresh and delivered on time👍. Prices are also reasonable + free delivery on order above Rs 500😊.Packing was also remarkable. Excellent service🤗,en
positive,"customized space, best product ",en
positive,nice quality but the stars are to much small❤️,en
positive,Thee glasses are very good and comfortable,en
negative,one blub is missing. bad package,en
negative,"very poor packaging, i bought 2 bottles and they sent me the leaked bottles with broken caps and half of the shampoo was wasted, very much disappointed",en
positive,it is amazing and very reasonable price 🥳🥳😊,en
positive,very very helpful,en
positive,outclass quality,en
positive,"I love it 💜💜💜
very good product 💯
satisfied 💓💓💓",en
negative,very very low quality,en
positive,long wire length highly recommended,en
negative,Local shose and very poor stuff and sool is very cheap ,en
positive,"I have just received my parcel and it is just as good as shown. Further, it is the second time I am ordering this product and the service and quality of the product received is very satisfactory. highly recommended.",en
positive,strong stuff. .. beautiful design. sent same as shown.. thanks,en
positive,"Today I have received my parcel I am very glad to see this,Packing is very beautiful,Delivery on time,this is same as I see this in add,",en
negative,got opened packet,en
positive,good quality stuff ,en
negative,"Delivered within time. Well packaged. Voice quality was also good, was good for gaming but lasted only 2 months. The point of wire's connection with headphone is causing trouble :(",en
negative,"It works fine. The tip comes off if you're not paying attention. it is just as slippery as the ipad, so you may want to pick up a couple extra tips for when you break them off. It works fine on my daughter's 2022 ipad air. It does not work on her cousin's older ipad pro, so make sure you get the right pencil for whatever ipad you have. (And do not expect it to work on the next ipad you buy.)",en
positive,awesome❤️ same as picture ❤️ thank you so much 😊,en
positive,"I really like these earphones these are really amazing 😍♥️ battery is good, delivered on time👍🏻",en
negative,"Requires drilling, which as mentioned in the description should not be required. ",en
positive,best quality/fresh as always,en
negative,"1 kg potato per order not acceptable , at least mark 3 kg limit  . next time not order if this happen again",en
negative,I do not like it very much the stuff of the tshirt was Soo cheap ,en
negative,"it is a little tight to me.However, it is a good quality product.Thanks to the seller and daraz. Results will be shared after use",en
negative,not the same as shown in picture very very low quality,en
negative,quality n sizes were better before,en
negative,Useful product. A little small but very handy,en
negative,A low quality product with no utility...,en
positive,"Good I love it, 😊",en
negative,it is good but quality and packing is not so good😕,en
positive,Very effective and make you look slim,en
positive,highly recommended fresh products ♥️,en
negative,package is good good experience is after use,en
positive,Best in quality i am totally satisfied ❤️,en
negative,"Bought this when I bought the iPad in April of 2022.iPad fortunately is still going strong. The pencil on the other hand.First, the pencil worked great. Drew sketches for fun a few times. Wrote a few notes on notepad. Most of the time however the pencil stayed locked in its spot on my iPad cover. It didn’t get used every day, sometimes wouldn’t get used for a week or two.Several days ago it would not connect, does not show up on Bluetooth. When connected the iPad sees it but does not show a charge amount. Went through all of the steps on Apple’s troubleshooting and it’s a bust.Disappointed, $130.00 and lasted five months? Last ditch effort, calling Apple tech.",en
negative,they sent it without the box just in bubble wrap. I received this good in twisted and pressed condition.,en
positive,This is best movies 3d screen .I'm watch the movie is very good device,en
positive,great and fresh product also delivered very fast,en
positive,I recommend everything is ok.,en
positive,Delivered in Time✅✅ Too Good Shoes in This Price✅,en
negative,This is not kid wardrobe it is just toy dnt recommended I m not satisfied,en
positive,I used it on my fridge and cupboard looking nice,en
positive,"The product arrived as from the description, in excellent condition and working perfectly
I am completely satisfied with my purchase and absolutely love this amazing laptop.
I really like it, I have been using it for 3 days and I’m happy, I expect to give a better feedback in a couple of weeks. Everything was well packed",en
positive,nice product. Timely dispatched and delivered.,en
positive,The product is very nice thanks darazâ ̃o,en
positive,Vrey good product. Recommended,en
negative,"The massager only works while it is plugged in. As soon as you unplug it, it stops working. Not recommended.",en
negative,Upper case was large and close well upon the lower case. Also no screw included for the closure of the case,en
positive,Very Comfortable Beast Looks Very Good In Price Must Recommended 💯💯,en
positive,Good Quality Mp3 Player,en
positive,it is nice product I personally like it ,en
positive,its a good product my mom liked it very much i would recommended to buy and it was reasonable price also its been 4 months my mom is using it,en
positive,packed well. fully satisfied. it made.of silicon type something. so guys giving u 5 stars.,en
positive,What a beautiful and powerfull light lazer i really satisfied its range is so long,en
negative,well packed but it has light scratches on its glass frame and i guess price is high for this product it should be a little bit low. other than that its a good product.,en
positive,It is very nice skateboard specially for beginners. The tyers are also strong. I'm very satisfied ☺️. Thanks a lot seller.,en
positive,This time i got my parcel in a few days,en
negative,mic port not working only button disable the port which already not picking up mic,en
negative,I returned two items - an ipad and this. I mixed the labels up and tried contacting them so now they have my ipad and wont return it to me so I can return it to correct facility.,en
negative,very good packajing not sure about quality cuz i have not installed lights yet..i hope it will work properly انشاءاللہ,en
positive,"value for money.satisfy 
quality is also good",en
negative,These pens are being reported defective IN MASSES. Including the one I purchased less than 2 months ago. Apperently they decided to skip any level of quality control when making these pens.,en
positive,v good quality ,en
negative,"The mouse moves on its own when I leave the mouse on it, otherwise all good.",en
negative,"Received by TCS, upon removing the outer packing I was surprised to see that glass was broken. Paid 9,999 PKR for delivery but this is what I received. did not check the further functionality by turning it ON",en
negative,"very very bad quality. Last time I ordered it was good, this time everything was really bad quality. A waste of money. ",en
positive,amazing product timely delivered,en
positive,"Amazing gionee handsfree,sound  quality is good delivered on time highly recommended 👌😍",en
positive,"A good + solid quality and its lite weight good for normal gaming and normal useage, thanks draz",en
negative,got so disappointed. . . you've sent me the wrong produt...shown another company. .very bad... poor marketing.,en
negative,Good Stuff Same Product as shown in the picture. Just Zip Quality not good may be changed in future designs Thank you so much,en
positive,Very nice product  i m satisfied this product and also nice packaging,en
positive,Thank you so much for these dresses😍 Such a beautiful dresses for such a low price🤗 The color and fabric is very awesome🥰 100% recommended❤️,en
negative,It does not work with 1st generation is not electric it does not rechargeable,en
negative,pls dont buy if you guys are buying this for outdoor .,en
negative,"they were good and are still in my use but the box do not close properly so sometimes they are not charged and remain charging take a lot of time
please work on their box and other than that they very perfect in cheap price ",en
negative,"In order to make previous technology even more useless, Apple does not allow this pencil to work with older versions of the iPad.  Why they wouldn’t be able to have it work at a baseline function with older technology is maddening. Returned this immediately and purchased the first generation pencil again. Which still functions wonderfully!",en
negative,Very outrageous and worst experience. Quality is Poor and can not be use at any Formal Platform. Also a third-graded leather with almost a dismantled Buckle.,en
negative,"The package material was spilled inside DARAZ flyer, whole product wasted , they do not even know how to properly pack it to ship it safely",en
negative,Its good build quality as is always the case with Apple. But pricy. For my purposes this is useless. I guess if I purchased some art apps and all the modules that cost extra. I might use it. Handwriting with it is not as natural as a pen or pencil. Wish I hadn’t purchased it,en
negative,"They will be a bit hard to place since the wire from the plug is really small. Also, it doesnt work normally and someone has to apply pressure on the wire for it to work. kinda makes things difficult now:/",en
negative,Product was nice but listen carefully do not buy sour flavour if you'r child do not eat sour food cuz I bought it for my sis kids and they absolutely hate it,en
positive,all vegetables were fresh and of premium quality ,en
negative,i ordered black one they sent me totally change product .,en
positive,Good Product !!😊🖤,en
negative,No Apple guarantee on this product.,en
positive,Such amazing quality . Totally satisfied . Highly recommended .,en
negative,I was getting a new apple pencil and instead I got a used apple pencil. Box was opened with some scratches. have not tried the pencil as much but I did not want a used one. Fake sell. Be careful.,en
negative,"Had the pencil about 2 weeks and quit working. Took it to couple places and had it looked at, none knew what the problem is. Tablet shows the pencil is connected but it simply does not work",en
positive,"Alhamdulillah Fully Satisfied with daraz team, Thanks 😍🥰💖",en
positive,Good quality 10/10,en
negative,My lights are blinking. I tried many things but they kept blinking. I can not post a video here or else I would have showed it. What should I do now?,en
negative,sir i have received order. but its not connecting to software given. and its bluetooth was turned on once. but bot again. i think device is faulty. overall delivery time was fast.,en
negative,"I needed to change the pencil tip. I unscrewed the one that came on the pencil, no problem. Couldn’t get the others on. Upon closer examination, the tip on the pencil had inside threads and is smaller than the extra tips. The extra tips have threads on the outside. Included a pic of the box, I’m guessing Amazon makes their pencils in China but I now have a useless pencil and I need it.",en
negative,very very very bad product do not work properly,en
positive,fantastic color and size very nice when wemember for draz,en
negative,littel damage and preasure also very less,en
positive,"The bottle came dirty , they have offer me new one free of cost , thier customer service is too good",en
negative,Although I received original product in good price but seller should send these soaps in cardboard box rather than flyer.All these soaps are compressed during delivery.Other than that I received good product.,en
positive,packing was awesome.original product .fine material.great seller service. I am afraid but happy after receive my order. thanks Daraz. Bank Alfalah.,en
negative,Good but mic not working properly ,en
positive,Very fast delivery. This item is very nice as described. Glad to see that Daraz is finally delivering quality items. Seller recommended.,en
negative,Touchscreen and accuracy rate is so low due to poor tip and pencil condition,en
negative,"Shirt size was perfect, stitching quality is average. ",en
negative,"These are very pretty and look to be durable, but they are not free size. These will fit you if you have thin thighs and a smallish waist. I am a medium size usually and I could not get my leg through this.",en
negative,I got my board today and am very dissapointed as the board i got had scratches all over it 😡,en
negative,Really bad quality! The condition has gotten really bad!!,en
negative,nice oatmeal but needed to be sifted thoroughly first,en
negative,very poor service. delivered very late and quality is very bad.,en
positive,its amazing 😍 ,en
negative,just received earphones they r broken extremely disappointed kindly tell me procedure to exchange...,en
positive,Very Excellent Product. Handfree quality is really good. Handfree is completely functional and working properly. Mic is also working fine. Really happy after receiving the order. SATISFIED.  ,en
positive,"Smell is so good, quality and quantity both are perfect. Recommended Bio shop for essential oils, thanks Daraz.",en
negative,Fake ones.. These r not original ones as i got from another seller previously.. Low grade replicas dont recommend at all. They dont have figer space joiners. Also poor stitching with pathetic nylon fabric. Irregular finger shapes.,en
positive,Same as above thank you daraz,en
positive,Beautiful product and must have for the kitchen tooo. Ordered two. Completely satisfied. Definitely recommended product and recommended seller.,en
negative,Extream cheap quality. Light brightness always flickers and vary. I do not recommend it.,en
positive,very good experience ,en
negative,"sir half is damage but thanks
but next time I have not recommend to you ",en
negative,Good quality stuff bt not same as was reflected in pic.,en
positive,Very useful  product ,en
negative,"The shirt is normal
You can buy it for one time 
overall it is a decent shirt 
Recommend",en
positive,"toooooo goood
 nice quality",en
positive,deliver within two days,en
negative,ver bad experience only 2 days working,en
negative,The font is very small and so is the bag. Quality is okay in the price range the product is okay,en
positive,quality is good ,en
positive,buhathe fit sound ha thanks dara thanks hania collection thank u so much am happy,en
negative,v good and nice Product in nice packing but smaller in size and less in number than expected.,en
positive,The bags are awsome.,en
negative,"I'm positive I bought this new, but it looks like a product that someone recieved and then returned. The pencil has a small dent in it so hopefully it still works but the pencil box itself looks like it was thrown around the warehouse a few times to check durability. I guess buy directly from apple or a retailer if you want the best looking product for your $120.",en
negative,Disappointed by the seller item Mounts are not balanced and thus can not be mounted on the wall not recommended,en
negative,"Keeps on folding, does not stick with the heel. No benefit.",en
negative,These are very small. Green Color one does not glow well. ,en
negative,"The glue is very weak, not worth it!",en
positive,I love the product and definitely recommend it.... same as shown in the picture ,en
negative,"I came from an S Pen, it was free and far more functional. Kind of disappointed that I paid for this...",en
negative,Broken pcs and cheapless quality,en
negative,"did not really do anything for me, it is v diluted",en
negative,Led lights are good but the length was short and the remote works with a weirdly but I got it anyways it is good,en
negative,"Not New, Pencil box had no cellophane, the protective plastic around the pencil had obviously been taken off and readhered (evidenced by fingerprints present, and the box was ripped.I cannot yet test this to see if it is damaged- awaiting a new iPad Pro - or if it was just opened and then returned. However- this was not in new condition because open does not equal new, and frankly, I do not have the luxury of time to return and replace it. I'm a professor and need this item for virtual chalk talks.",en
negative,I m charged 208 for delivery. U guys claim free delivery on these items,en
positive,very very comfortable.,en
negative,"Not worth the money. Just a stylus and no other use. That’s all...no more, no less!",en
positive,very good shoes at this price range,en
positive,Fresh potato is daraz Mart is good thanks for you,en
negative,"Ordered 2. One works great, second one wasDead on arrival. Despite promises of exchanges neither Amazon nor Apple can process an exchange. Will be talking to my credit cardCompany.",en
negative,nice product. nice packaging. late delivery but same as shown. fully filled bottles.,en
negative,Quality is just fine got an issue with the size ordered large size its a bit tight asked seller to change,en
negative,I ordered purple colour but received blue colour (nonsense),en
negative,both rakket are broken...it is useless for us totally waste of money,en
negative,extremely bad quality glasses. do not buy these glasses. it should be in between Rs. 30 to 60. seller sold it at price of Rs. 328 including dc,en
negative,Seller Sent 3 pcs instead of 7,en
positive,"fresh and clean product, thank you daraz ",en
negative,rusted and not working wasted my money ,en
positive,"Packing is so good 
Audio quality is good amazing packing and amazing quality with high base and sound",en
positive,"Airpods are so good, especially their range and their sound quality is best. I recommend buy this. ",en
negative,demanded colour not provided.product satisfactory,en
negative,Very bad It’s has such a small wire like the seller it’s is not worth,en
negative,"Extremely disappointed as when opened the parcel one of the iPod was broken and very very poor quality not as shown in photos as well as not at all as said in the application 
I'm very disappointed with Daraz and want a full refund I hope you guys will not make excuses when it comes to refund
Thank you",en
positive,"I bought 2 shampoo bottles, nicely packed, timely & safely delivered. 11.11 sales provide me a chance to purchase in a discount with free delivery.",en
positive,"Quality is good in this price, not blinking only still lights, length is approx. 22 to 24 feet, overall worth purchasing, recommended.",en
positive,Good Quality with Discounts 👍🏻👍🏻,en
positive,Today i received my parcel.... Awesome.... Original product Thank you so much,en
positive,"Got everything with good quality, daraz fresh vegetables are neat and clean, well packed",en
positive,"got them on time.
great quality considering the price.
we will see how durable they are.
but they are good.
comfortable as well",en
negative,same as shown but quality is very third class.,en
negative,as compared to price the quality is satisfied but not so good. Finishing is not satisfactory. size is little bit wider then 42.,en
negative,"Box was empty, don’t buy this",en
positive,"Working till now, its been months. Recommended",en
negative,quality is good but delivery charges are too much ,en
negative,"not satisfied, candy syrup poured inside. nothing special nor recommend",en
negative,"Purchased Apple Pencil May 18, 2022. Return window closed one month later. Pencil died (unable to charge) on August 28th.",en
positive,I regularly shop from Daraz for all the fresh vegetables. Really great and quality vegetables in decent prices. I like the wide range of vegetables with free delivery. Daraz is a beautiful online place to buy my favourite vegetables without any hesitation. I love and thankful to Daraz and Seller. I Strongly recommend to everyone to buy fresh veggies from Daraz,en
positive,I received original 1000 ml shampoo from DARAZ mart in discounted price. DARAZ mart prices was always best as compare to market. I am regular and happy customer of daraz. Thumbs up for daraz.,en
positive,Nice Product Also Value For Money❤️🔥,en
positive,"MashaAllah amazing winsome camping tent im a youtuber and my camping experience was very awesome, good quality thanks. best for 2 person’s..!",en
negative,The CD Disk was Broken.,en
positive,same as the picture and fast delivery.,en
negative,It is not working waste of money,en
positive,Product was nice delivered on time. Special thanks to DARAZ and seller for providing extra ordinary services and making shopping easy Recommended from my side always!,en
